81,63
22,44
27,56
40,21
23,42
27,72
35,81
25,24
57,55
80,48
34,56
17,32
54,84
21,47
40,49
38,83
18,53
46,21
39,82
51,29
4,50
39,26
59,35
44,60
70,58
40,63
42,23
27,81
24,37
70,63
26,34
74,61
85,72
55,81
14,37
50,31
87,52
61,18
76,69
23,22
41,18
36,20
71,65
71,61
61,59
46,89
59,71
31,25
32,24
82,69
46,10
63,70
76,33
57,51
56,69
72,67
11,28
9,34
27,27
48,76
16,52
84,51
11,43
78,56
68,23
61,50
20,35
67,68
70,69
81,57
47,23
33,20
38,20
29,28
47,51
18,45
64,80
13,37
76,69
78,47
25,27
44,52
47,81
32,67
48,37
23,32
29,62
11,35
36,20
73,60
28,24
19,23
35,21
65,42
75,59
49,15
32,15
82,60
78,67
51,33
62,59
13,56
25,32
33,34
40,56
29,69
70,71
38,47
66,74
87,62
74,59
44,82
26,25
64,32
19,22
88,54
74,67
58,70
53,83
46,16
37,22
18,44
2,51
20,26
18,33
19,45
36,12
43,51
49,27
86,66
44,73
44,30
47,59
26,33
71,71
66,66
52,81
77,72
73,73
41,72
53,15
28,78
22,40
29,13
21,42
46,74
59,18
59,84
33,28
60,81
71,66
81,66
47,84
41,21
50,72
56,50
16,43
22,32
48,47
72,73
84,66
74,16
57,83
75,36
66,66
92,62
60,49
74,56
84,68
31,70
80,24
36,29
51,51
75,62
73,61
63,32
14,36
81,64
80,63
12,42
44,86
45,62
24,21
39,77
20,21
52,71
73,66
39,26
57,15
26,21
32,15
82,53
34,77
18,45
73,29
25,21
58,84
20,22
35,20
28,32
55,61
76,64
18,54
62,69
76,59
36,12
80,63
13,31
12,47
17,44
61,67
14,39
29,13
16,26
55,90
49,85
24,31
64,65
30,77
75,32
73,61
9,50
17,27
27,28
35,48
12,33
49,81
48,40
64,21
31,18
73,30
58,10
24,26
79,24
84,64
39,62
65,74
90,53
22,37
61,66
32,14
60,21
28,17
45,54
59,83
58,67
63,20
23,20
24,56
78,75
38,12
30,27
21,42
83,69
59,74
83,53
82,57
37,16
77,72
50,16
72,75
71,68
77,65
57,17
42,15
27,30
21,48
34,13
53,81
65,81
69,86
64,85
28,30
51,38
54,85
85,56
53,34
19,47
55,83
77,61
72,79
83,57
15,57
56,63
64,37
24,33
12,36
26,29
77,54
48,76
67,62
83,33
27,18
84,55
67,34
67,72
44,47
67,69
93,62
72,76
18,34
31,36
6,41
44,83
75,75
22,29
27,38
58,22
67,32
79,45
71,80
87,61
21,53
23,33
67,71
50,84
27,42
66,60
66,50
54,31
45,17
68,52
36,68
75,53
44,23
40,28
29,30
41,14
43,67
72,55
24,22
41,38
68,80
27,22
19,41
61,76
83,64
21,41
34,62
40,81
69,45
48,11
53,9
18,41
75,64
52,71
88,61
23,41
30,14
64,60
47,38
86,53
50,17
23,28
20,40
39,18
55,81
58,75
30,49
26,23
72,71
82,47
76,54
74,70
14,40
58,44
73,69
13,58
14,33
40,33
43,27
13,53
63,73
26,73
74,56
84,56
33,27
14,52
76,43
42,12
78,71
24,33
49,68
72,50
47,25
50,54
62,79
42,17
25,22
36,28
69,76
79,70
32,37
36,11
5,60
87,50
71,81
15,42
25,65
71,38
30,28
57,15
27,55
45,22
61,21
23,35
73,25
60,55
47,16
41,17
66,21
20,65
49,17
7,38
52,58
74,20
30,36
23,20
57,23
91,53
12,49
18,42
63,23
42,23
28,27
70,72
39,69
35,27
20,38
33,16
68,82
88,66
69,70
60,63
71,77
74,42
86,58
43,86
79,82
40,35
